Día,Fecha,Hora,Local,Marcador,Visitante,Resultado,Sedes,Árbitro,Goles Local,Goles Visitante,Resultado Codificado
Dom,2024-03-10,15:00:00,Sport Boys,2–0,U César Vallejo,Ganó Local,Estadio Miguel Grau del Callao,,2,0,0
Dom,2024-03-10,15:00:00,Sport Huancayo,2–2,Unión Comercio,Empate,Estadio Huancayo,,2,2,1
Sáb,2024-03-09,20:00:00,Alianza Lima,1–2,Sporting Cristal,Ganó Visitante,Estadio Alejandro Villanueva,,1,2,2
Mié,2024-03-13,18:30:00,Cienciano,2–1,Alianza Lima,Ganó Local,Estadio Inca Garcilaso de la Vega,,2,1,0
Mar,2024-03-12,20:30:00,Universitario,1–0,Cusco,Ganó Local,Estadio Monumental U Marathon,,1,0,0
Jue,2024-03-14,13:30:00,Alianza Atlético,1–1,U César Vallejo,Empate,Estadio Campeones del 36,,1,1,1
Jue,2024-03-14,15:45:00,Comerciantes Unidos,3–2,Sport Huancayo,Ganó Local,Estadio Municipal Germán Contreras Jara,,3,2,0
Mié,2024-03-13,21:00:00,Sporting Cristal,1–2,Melgar,Ganó Visitante,Estadio Alberto Gallardo,,1,2,2
Vie,2024-03-15,13:15:00,Unión Comercio,0–4,Deportivo Garcilaso,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,,0,4,2
Vie,2024-03-15,15:30:00,CDC Santa Rosa,0–1,Atlético Grau,Ganó Visitante,Estadio Los Chankas,,0,1,2
Jue,2024-03-14,19:00:00,Mannucci,1–0,Sport Boys,Ganó Local,Estadio Mansiche,,1,0,0
Sáb,2024-03-16,15:00:00,ADT Tarma,2–1,UTC,Ganó Local,Estadio Municipal Unión de Tarma,,2,1,0
Jue,2024-03-28,15:00:00,Deportivo Garcilaso,1–2,Comerciantes Unidos,Ganó Visitante,Estadio Inca Garcilaso de la Vega,,1,2,2
Jue,2024-03-28,20:00:00,Alianza Lima,3–0,CDC Santa Rosa,Ganó Local,Estadio Alejandro Villanueva,,3,0,0
Sáb,2024-03-30,14:15:00,Atlético Grau,3–0,Mannucci,Ganó Local,Estadio Campeones del 36,,3,0,0
Sáb,2024-03-30,16:45:00,Melgar,2–0,Cienciano,Ganó Local,Estadio de la Universidad Nacional San A...,,2,0,0
Vie,2024-03-29,19:00:00,Cusco,1–0,Unión Comercio,Ganó Local,Estadio Inca Garcilaso de la Vega,,1,0,0
Dom,2024-03-31,13:00:00,Sport Huancayo,0–2,ADT Tarma,Ganó Visitante,Estadio Huancayo,,0,2,2
Dom,2024-03-31,15:00:00,Sport Boys,0–0,Alianza Atlético,Empate,Estadio Miguel Grau,,0,0,1
Dom,2024-03-31,15:30:00,UTC,1–2,Sporting Cristal,Ganó Visitante,Estadio Héroes de San Ramón,,1,2,2
Sáb,2024-03-30,20:00:00,U César Vallejo,0–0,Universitario,Empate,Estadio Mansiche,,0,0,1
Vie,2024-04-05,14:30:00,Atlético Grau,0–0,Sport Boys,Empate,Estadio Campeones del 36,,0,0,1
Sáb,2024-04-06,13:00:00,CDC Santa Rosa,2–2,Melgar,Empate,Estadio Los Chankas,,2,2,1
Sáb,2024-04-06,15:30:00,Unión Comercio,2–2,U César Vallejo,Empate,Estadio Municipal Carlos Vidaurre García,,2,2,1
Sáb,2024-04-06,17:30:00,Mannucci,0–4,Alianza Lima,Ganó Visitante,Estadio Mansiche,,0,4,2
Vie,2024-04-05,20:30:00,Universitario,1–0,Alianza Atlético,Ganó Local,Estadio Monumental U Marathon,,1,0,0
Dom,2024-04-07,13:00:00,ADT Tarma,2–2,Deportivo Garcilaso,Empate,Estadio Municipal Unión de Tarma,,2,2,1
Dom,2024-04-07,15:30:00,Sporting Cristal,4–0,Sport Huancayo,Ganó Local,Estadio Alberto Gallardo,,4,0,0
Sáb,2024-04-06,19:30:00,Cienciano,1–1,UTC,Empate,Estadio Inca Garcilaso de la Vega,,1,1,1
Lun,2024-04-08,15:00:00,Comerciantes Unidos,0–1,Cusco,Ganó Visitante,Estadio Juan Maldonado Gamarra,,0,1,2
Vie,2024-04-12,15:00:00,Sport Huancayo,1–2,Cienciano,Ganó Visitante,Estadio Huancayo,,1,2,2
Sáb,2024-04-13,14:30:00,Alianza Atlético,2–0,Unión Comercio,Ganó Local,Estadio Campeones del 36,,2,0,0
Sáb,2024-04-13,17:00:00,Melgar,2–0,Mannucci,Ganó Local,Estadio de la Universidad Nacional San A...,,2,0,0
Dom,2024-04-14,13:00:00,U César Vallejo,3–1,Comerciantes Unidos,Ganó Local,Estadio Mansiche,,3,1,0
Dom,2024-04-14,17:00:00,Cusco,3–2,ADT Tarma,Ganó Local,Estadio Inca Garcilaso de la Vega,,3,2,0
Sáb,2024-04-13,20:00:00,Sport Boys,1–2,Universitario,Ganó Visitante,Estadio Miguel Grau del Callao,,1,2,2
Lun,2024-04-15,15:00:00,UTC,2–0,CDC Santa Rosa,Ganó Local,Estadio Municipal Germán Contreras Jara,,2,0,0
Dom,2024-04-14,19:30:00,Alianza Lima,2–0,Atlético Grau,Ganó Local,Estadio Alejandro Villanueva,,2,0,0
Lun,2024-04-15,19:30:00,Deportivo Garcilaso,2–3,Sporting Cristal,Ganó Visitante,Estadio Inca Garcilaso de la Vega,,2,3,2
Vie,2024-04-19,15:00:00,Unión Comercio,1–2,Universitario,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,,1,2,2
Jue,2024-04-18,20:00:00,Alianza Lima,3–0,Sport Boys,Ganó Local,Estadio Alejandro Villanueva,,3,0,0
Sáb,2024-04-20,13:00:00,CDC Santa Rosa,6–0,Sport Huancayo,Ganó Local,Estadio Los Chankas,,6,0,0
Sáb,2024-04-20,15:30:00,ADT Tarma,1–0,U César Vallejo,Ganó Local,Estadio Municipal Unión de Tarma,,1,0,0
Sáb,2024-04-20,15:30:00,Mannucci,2–0,UTC,Ganó Local,Estadio Mansiche,,2,0,0
Vie,2024-04-19,20:00:00,Cienciano,0–2,Deportivo Garcilaso,Ganó Visitante,Estadio Inca Garcilaso de la Vega,,0,2,2
Dom,2024-04-21,11:00:00,Sporting Cristal,2–0,Cusco,Ganó Local,Estadio Alberto Gallardo,,2,0,0
Dom,2024-04-21,14:30:00,Atlético Grau,1–2,Melgar,Ganó Visitante,Estadio Municipal Bernales,,1,2,2
Mar,2024-04-23,15:00:00,Comerciantes Unidos,0–0,Alianza Atlético,Empate,Estadio Juan Maldonado Gamarra,,0,0,1
Vie,2024-04-26,15:00:00,Sport Huancayo,1–0,Mannucci,Ganó Local,Estadio Huancayo,,1,0,0
Sáb,2024-04-27,13:00:00,Sport Boys,0–0,Unión Comercio,Empate,Estadio Miguel Grau del Callao,,0,0,1
Sáb,2024-04-27,15:00:00,UTC,3–2,Atlético Grau,Ganó Local,Estadio Municipal Germán Contreras Jara,,3,2,0
Sáb,2024-04-27,17:30:00,Cusco,2–0,Cienciano,Ganó Local,Estadio Inca Garcilaso de la Vega,,2,0,0
Dom,2024-04-28,14:30:00,Alianza Atlético,1–2,ADT Tarma,Ganó Visitante,Estadio Campeones del 36,,1,2,2
Dom,2024-04-28,17:30:00,Melgar,1–0,Alianza Lima,Ganó Local,Estadio de la Universidad Nacional San A...,,1,0,0
Dom,2024-04-28,20:00:00,Universitario,6–0,Comerciantes Unidos,Ganó Local,Estadio Monumental U Marathon,,6,0,0
Dom,2024-04-28,20:00:00,Deportivo Garcilaso,1–1,CDC Santa Rosa,Empate,Estadio Inca Garcilaso de la Vega,,1,1,1
Lun,2024-04-29,20:00:00,U César Vallejo,2–1,Sporting Cristal,Ganó Local,Estadio Mansiche,,2,1,0
Vie,2024-05-03,15:00:00,ADT Tarma,2–0,Universitario,Ganó Local,Estadio Municipal Unión de Tarma,,2,0,0
Vie,2024-05-03,18:00:00,Cienciano,1–1,U César Vallejo,Empate,Estadio Inca Garcilaso de la Vega,,1,1,1
Sáb,2024-05-04,13:00:00,CDC Santa Rosa,2–0,Cusco,Ganó Local,Estadio Los Chankas,,2,0,0
Sáb,2024-05-04,15:30:00,Mannucci,1–1,Deportivo Garcilaso,Empate,Estadio Mansiche,,1,1,1
Sáb,2024-05-04,15:30:00,Comerciantes Unidos,3–1,Unión Comercio,Ganó Local,Estadio Juan Maldonado Gamarra,,3,1,0
Vie,2024-05-03,20:30:00,Alianza Lima,1–0,UTC,Ganó Local,Estadio Alejandro Villanueva,,1,0,0
Dom,2024-05-05,11:00:00,Sporting Cristal,2–1,Alianza Atlético,Ganó Local,Estadio Alberto Gallardo,,2,1,0
Dom,2024-05-05,15:00:00,Melgar,2–1,Sport Boys,Ganó Local,Estadio de la Universidad Nacional San A...,,2,1,0
Lun,2024-05-06,14:30:00,Atlético Grau,0–0,Sport Huancayo,Empate,Estadio Campeones del 36,,0,0,1
Vie,2024-05-10,14:30:00,Unión Comercio,2–2,ADT Tarma,Empate,Estadio Municipal Carlos Vidaurre García,,2,2,1
Sáb,2024-05-11,15:00:00,Sport Boys,1–1,Comerciantes Unidos,Empate,Estadio Miguel Grau del Callao,,1,1,1
Sáb,2024-05-11,15:30:00,Cusco,3–0,Mannucci,Ganó Local,Estadio Inca Garcilaso de la Vega,,3,0,0
Sáb,2024-05-11,18:30:00,Sport Huancayo,0–2,Alianza Lima,Ganó Visitante,Estadio Huancayo,,0,2,2
Dom,2024-05-12,13:00:00,UTC,2–6,Melgar,Ganó Visitante,Estadio Municipal Germán Contreras Jara,,2,6,2
Dom,2024-05-12,15:00:00,Deportivo Garcilaso,0–0,Atlético Grau,Empate,Estadio Inca Garcilaso de la Vega,,0,0,1
Dom,2024-05-12,18:30:00,Universitario,4–1,Sporting Cristal,Ganó Local,Estadio Monumental U Marathon,,4,1,0
Sáb,2024-05-11,21:00:00,U César Vallejo,1–1,CDC Santa Rosa,Empate,Estadio Mansiche,,1,1,1
Lun,2024-05-13,14:30:00,Alianza Atlético,0–1,Cienciano,Ganó Visitante,Estadio Campeones del 36,,0,1,2
Vie,2024-05-17,14:30:00,Atlético Grau,4–0,Cusco,Ganó Local,Estadio Municipal Bernales,,4,0,0
Sáb,2024-05-18,15:00:00,Sporting Cristal,5–1,Unión Comercio,Ganó Local,Estadio Alberto Gallardo,,5,1,0
Sáb,2024-05-18,18:00:00,Melgar,4–1,Sport Huancayo,Ganó Local,Estadio de la Universidad Nacional San A...,,4,1,0
Dom,2024-05-19,13:00:00,ADT Tarma,2–0,Comerciantes Unidos,Ganó Local,Estadio Municipal Unión de Tarma,,2,0,0
Dom,2024-05-19,15:30:00,CDC Santa Rosa,2–0,Alianza Atlético,Ganó Local,Estadio Los Chankas,,2,0,0
Dom,2024-05-19,18:00:00,Mannucci,0–0,U César Vallejo,Empate,Estadio Mansiche,,0,0,1
Lun,2024-05-20,15:00:00,UTC,2–4,Sport Boys,Ganó Visitante,Estadio Municipal Germán Contreras Jara,,2,4,2
Dom,2024-05-19,20:00:00,Alianza Lima,3–2,Deportivo Garcilaso,Ganó Local,Estadio Alejandro Villanueva,,3,2,0
Lun,2024-05-20,20:00:00,Cienciano,0–0,Universitario,Empate,Estadio Inca Garcilaso de la Vega,,0,0,1
Vie,2024-05-24,18:00:00,Cusco,3–0,Alianza Lima,Ganó Local,Estadio Inca Garcilaso de la Vega,,3,0,0
Sáb,2024-05-25,11:00:00,Sport Huancayo,1–1,UTC,Empate,Estadio Huancayo,,1,1,1
Sáb,2024-05-25,15:00:00,Universitario,4–0,CDC Santa Rosa,Ganó Local,Estadio Monumental U Marathon,,4,0,0
Sáb,2024-05-25,15:00:00,Comerciantes Unidos,0–1,Sporting Cristal,Ganó Visitante,Estadio Juan Maldonado Gamarra,,0,1,2
Sáb,2024-05-25,15:00:00,Deportivo Garcilaso,1–3,Melgar,Ganó Visitante,Estadio Inca Garcilaso de la Vega,,1,3,2
Vie,2024-05-24,20:30:00,U César Vallejo,2–1,Atlético Grau,Ganó Local,Estadio Mansiche,,2,1,0
Dom,2024-05-26,14:30:00,Alianza Atlético,0–0,Mannucci,Empate,Estadio Campeones del 36,,0,0,1
Dom,2024-05-26,15:00:00,Sport Boys,1–0,ADT Tarma,Ganó Local,Estadio Miguel Grau del Callao,,1,0,0
Lun,2024-05-27,14:30:00,Unión Comercio,1–1,Cienciano,Empate,Estadio Municipal Carlos Vidaurre García,,1,1,1
Vie,2024-07-12,13:00:00,Unión Comercio,1–2,CDC Santa Rosa,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,,1,2,2
Vie,2024-07-12,15:15:00,ADT Tarma,3–1,Sporting Cristal,Ganó Local,Estadio Municipal Unión de Tarma,,3,1,0
Sáb,2024-07-13,13:00:00,Comerciantes Unidos,1–2,Cienciano,Ganó Visitante,Estadio Municipal Germán Contreras Jara,,1,2,2
Sáb,2024-07-13,15:30:00,U César Vallejo,2–3,Alianza Lima,Ganó Visitante,Estadio Mansiche,,2,3,2
Sáb,2024-07-13,18:00:00,Universitario,6–0,Mannucci,Ganó Local,Estadio Monumental U Marathon,,6,0,0
Vie,2024-07-12,19:00:00,Deportivo Garcilaso,1–0,UTC,Ganó Local,Estadio Inca Garcilaso de la Vega,,1,0,0
Dom,2024-07-14,13:00:00,Alianza Atlético,0–0,Atlético Grau,Empate,Estadio Campeones del 36,,0,0,1
Dom,2024-07-14,15:00:00,Sport Boys,2–1,Sport Huancayo,Ganó Local,Estadio Miguel Grau del Callao,,2,1,0
Dom,2024-07-14,15:15:00,Cusco,0–3,Melgar,Ganó Visitante,Estadio Inca Garcilaso de la Vega,,0,3,2
Vie,2024-07-19,13:00:00,UTC,2–1,Cusco,Ganó Local,Estadio Municipal Germán Contreras Jara,,2,1,0
Vie,2024-07-19,15:15:00,Sport Huancayo,1–0,Deportivo Garcilaso,Ganó Local,Estadio Huancayo,,1,0,0
Sáb,2024-07-20,13:00:00,CDC Santa Rosa,2–0,Comerciantes Unidos,Ganó Local,Estadio Los Chankas,,2,0,0
Sáb,2024-07-20,15:15:00,Melgar,5–2,U César Vallejo,Ganó Local,Estadio de la Universidad Nacional San A...,,5,2,0
Dom,2024-07-21,13:00:00,Atlético Grau,1–1,Universitario,Empate,Estadio Campeones del 36,,1,1,1
Dom,2024-07-21,15:00:00,Mannucci,0–0,Unión Comercio,Empate,Estadio Mansiche,Roberto Pérez,0,0,1
Dom,2024-07-21,15:15:00,Sporting Cristal,4–0,Sport Boys,Ganó Local,Estadio Inca Garcilaso de la Vega,,4,0,0
Dom,2024-07-21,18:00:00,Cienciano,0–1,ADT Tarma,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Joel Alarcón,0,1,2
Sáb,2024-07-20,19:00:00,Alianza Lima,2–0,Alianza Atlético,Ganó Local,Estadio Alejandro Villanueva,,2,0,0
Jue,2024-07-25,13:00:00,Alianza Atlético,3–1,Melgar,Ganó Local,Estadio Campeones del 36,,3,1,0
Jue,2024-07-25,15:15:00,Cusco,3–0,Sport Huancayo,Ganó Local,Estadio Inca Garcilaso de la Vega,,3,0,0
Vie,2024-07-26,15:15:00,Comerciantes Unidos,2–1,Mannucci,Ganó Local,Estadio Municipal Germán Contreras Jara,,2,1,0
Vie,2024-07-26,18:00:00,Deportivo Garcilaso,2–0,Sport Boys,Ganó Local,Estadio Inca Garcilaso de la Vega,,2,0,0
Jue,2024-07-25,19:00:00,U César Vallejo,2–0,UTC,Ganó Local,Estadio Mansiche,,2,0,0
Sáb,2024-07-27,13:00:00,Sporting Cristal,5–1,Cienciano,Ganó Local,Estadio Alberto Gallardo,,5,1,0
Sáb,2024-07-27,15:15:00,ADT Tarma,2–1,CDC Santa Rosa,Ganó Local,Estadio Municipal Unión de Tarma,,2,1,0
Vie,2024-07-26,20:30:00,Universitario,2–1,Alianza Lima,Ganó Local,Estadio Monumental U Marathon,,2,1,0
Lun,2024-07-29,15:00:00,Deportivo Garcilaso,0–2,Cusco,Ganó Visitante,Estadio Inca Garcilaso de la Vega,,0,2,2
Mar,2024-07-30,15:00:00,Sport Boys,2–0,Cienciano,Ganó Local,Estadio Miguel Grau del Callao,,2,0,0
Mar,2024-07-30,15:00:00,Sport Huancayo,1–0,U César Vallejo,Ganó Local,Estadio Huancayo,,1,0,0
Mié,2024-07-31,13:00:00,Atlético Grau,3–0,Comerciantes Unidos,Ganó Local,Estadio Campeones del 36,,3,0,0
Mié,2024-07-31,15:15:00,CDC Santa Rosa,3–3,Sporting Cristal,Empate,Estadio Los Chankas,,3,3,1
Mar,2024-07-30,19:30:00,Alianza Lima,1–0,Unión Comercio,Ganó Local,Estadio Alejandro Villanueva,,1,0,0
Jue,2024-08-01,15:00:00,UTC,1–1,Alianza Atlético,Empate,Estadio Municipal Germán Contreras Jara,,1,1,1
Mié,2024-07-31,19:30:00,Mannucci,3–2,ADT Tarma,Ganó Local,Estadio Mansiche,,3,2,0
Mié,2024-07-31,20:00:00,Melgar,1–0,Universitario,Ganó Local,Estadio de la Universidad Nacional San A...,,1,0,0
Sáb,2024-08-03,15:00:00,Comerciantes Unidos,1–3,Alianza Lima,Ganó Visitante,Estadio Municipal Germán Contreras Jara,,1,3,2
Sáb,2024-08-03,18:00:00,Cienciano,0–0,CDC Santa Rosa,Empate,Estadio Inca Garcilaso de la Vega,,0,0,1
Dom,2024-08-04,11:00:00,Sporting Cristal,4–0,Mannucci,Ganó Local,Estadio Alberto Gallardo,,4,0,0
Dom,2024-08-04,13:10:00,Unión Comercio,2–1,Melgar,Ganó Local,Estadio Municipal Carlos Vidaurre García,,2,1,0
Dom,2024-08-04,15:20:00,ADT Tarma,1–2,Atlético Grau,Ganó Visitante,Estadio Municipal Unión de Tarma,,1,2,2
Sáb,2024-08-03,20:30:00,U César Vallejo,0–2,Deportivo Garcilaso,Ganó Visitante,Estadio Mansiche,,0,2,2
Lun,2024-08-05,12:30:00,Alianza Atlético,1–1,Sport Huancayo,Empate,Estadio Campeones del 36,,1,1,1
Lun,2024-08-05,18:00:00,Cusco,3–1,Sport Boys,Ganó Local,Estadio Inca Garcilaso de la Vega,,3,1,0
Dom,2024-08-04,20:00:00,Universitario,1–0,UTC,Ganó Local,Estadio Monumental U Marathon,,1,0,0
Vie,2024-08-09,15:00:00,UTC,3–1,Unión Comercio,Ganó Local,Estadio Municipal Germán Contreras Jara,,3,1,0
Sáb,2024-08-10,15:00:00,Deportivo Garcilaso,0–1,Alianza Atlético,Ganó Visitante,Estadio Inca Garcilaso de la Vega,,0,1,2
Sáb,2024-08-10,15:00:00,Sport Boys,2–1,CDC Santa Rosa,Ganó Local,Estadio Miguel Grau,,2,1,0
Dom,2024-08-11,13:00:00,Atlético Grau,1–1,Sporting Cristal,Empate,Estadio Campeones del 36,,1,1,1
Dom,2024-08-11,15:00:00,Mannucci,1–2,Cienciano,Ganó Visitante,Estadio Mansiche,,1,2,2
Dom,2024-08-11,15:15:00,Sport Huancayo,1–1,Universitario,Empate,Estadio Huancayo,,1,1,1
Dom,2024-08-11,18:00:00,Cusco,2–1,U César Vallejo,Ganó Local,Estadio Inca Garcilaso de la Vega,,2,1,0
Sáb,2024-08-10,20:15:00,Alianza Lima,0–0,ADT Tarma,Empate,Estadio Alejandro Villanueva,,0,0,1
Jue,2024-08-15,13:00:00,Alianza Atlético,1–1,Cusco,Empate,Estadio Campeones del 36,,1,1,1
Jue,2024-08-15,15:15:00,Comerciantes Unidos,1–1,UTC,Empate,Estadio Municipal Germán Contreras Jara,,1,1,1
Vie,2024-08-16,13:00:00,ADT Tarma,1–1,Melgar,Empate,Estadio Municipal Unión de Tarma,,1,1,1
Vie,2024-08-16,15:15:00,U César Vallejo,2–2,Sport Boys,Empate,Estadio Mansiche,,2,2,1
Sáb,2024-08-17,13:00:00,Unión Comercio,0–1,Sport Huancayo,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,,0,1,2
Sáb,2024-08-17,15:15:00,Cienciano,1–0,Atlético Grau,Ganó Local,Estadio Inca Garcilaso de la Vega,,1,0,0
Vie,2024-08-16,20:30:00,Universitario,3–1,Deportivo Garcilaso,Ganó Local,Estadio Monumental U Marathon,,3,1,0
Dom,2024-08-18,15:00:00,CDC Santa Rosa,1–1,Mannucci,Empate,Estadio Los Chankas,,1,1,1
Sáb,2024-08-17,20:00:00,Sporting Cristal,0–0,Alianza Lima,Empate,Estadio Nacional,,0,0,1
Lun,2024-08-19,15:30:00,U César Vallejo,0–0,Alianza Atlético,Empate,Estadio Mansiche,,0,0,1
Mar,2024-08-20,13:00:00,UTC,1–1,ADT Tarma,Empate,Estadio Municipal Germán Contreras Jara,,1,1,1
Mar,2024-08-20,15:15:00,Sport Huancayo,2–2,Comerciantes Unidos,Empate,Estadio Huancayo,,2,2,1
Mar,2024-08-20,17:30:00,Cusco,1–1,Universitario,Empate,Estadio Inca Garcilaso de la Vega,,1,1,1
Mié,2024-08-21,13:00:00,Sport Boys,2–6,Mannucci,Ganó Visitante,Estadio Miguel Grau del Callao,,2,6,2
Mié,2024-08-21,13:00:00,Atlético Grau,1–1,CDC Santa Rosa,Empate,Estadio Campeones del 36,,1,1,1
Mié,2024-08-21,15:15:00,Deportivo Garcilaso,3–1,Unión Comercio,Ganó Local,Estadio Inca Garcilaso de la Vega,,3,1,0
Mar,2024-08-20,20:30:00,Alianza Lima,3–0,Cienciano,Ganó Local,Estadio Alejandro Villanueva,,3,0,0
Mié,2024-08-21,19:30:00,Melgar,2–0,Sporting Cristal,Ganó Local,Estadio de la Universidad Nacional San A...,,2,0,0
Sáb,2024-08-24,12:50:00,Alianza Atlético,2–0,Sport Boys,Ganó Local,Estadio Campeones del 36,,2,0,0
Sáb,2024-08-24,15:20:00,CDC Santa Rosa,0–1,Alianza Lima,Ganó Visitante,Estadio Los Chankas,,0,1,2
Dom,2024-08-25,11:00:00,Sporting Cristal,4–0,UTC,Ganó Local,Estadio Alberto Gallardo,,4,0,0
Dom,2024-08-25,13:15:00,ADT Tarma,2–1,Sport Huancayo,Ganó Local,Estadio Municipal Unión de Tarma,,2,1,0
Dom,2024-08-25,15:30:00,Comerciantes Unidos,2–1,Deportivo Garcilaso,Ganó Local,Estadio Municipal Germán Contreras Jara,,2,1,0
Sáb,2024-08-24,20:30:00,Universitario,1–0,U César Vallejo,Ganó Local,Estadio Monumental U Marathon,,1,0,0
Lun,2024-08-26,13:00:00,Unión Comercio,3–3,Cusco,Empate,Estadio Municipal Carlos Vidaurre García,,3,3,1
Dom,2024-08-25,20:00:00,Cienciano,3–1,Melgar,Ganó Local,Estadio Inca Garcilaso de la Vega,,3,1,0
Lun,2024-08-26,20:00:00,Mannucci,1–1,Atlético Grau,Empate,Estadio Mansiche,,1,1,1
Dom,2024-09-01,13:00:00,Unión Comercio,1–2,Atlético Grau,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,Joel Alarcón,1,2,2
Sáb,2024-09-07,15:15:00,Melgar,3–0,Comerciantes Unidos,Ganó Local,Estadio de la Universidad Nacional San A...,Julio Quiróz,3,0,0
Vie,2024-09-13,13:00:00,UTC,1–2,Cienciano,Ganó Visitante,Estadio Municipal Germán Contreras Jara,Augusto Méndez,1,2,2
Vie,2024-09-13,15:15:00,Deportivo Garcilaso,1–0,ADT Tarma,Ganó Local,Estadio Inca Garcilaso de la Vega,Alejandro Villanueva,1,0,0
Vie,2024-09-13,18:00:00,U César Vallejo,1–0,Unión Comercio,Ganó Local,Estadio Mansiche,Diego Haro,1,0,0
Sáb,2024-09-14,13:00:00,Cusco,2–1,Comerciantes Unidos,Ganó Local,Estadio Inca Garcilaso de la Vega,Daniel Ureta,2,1,0
Sáb,2024-09-14,15:00:00,Sport Boys,0–0,Atlético Grau,Empate,Estadio Miguel Grau del Callao,Jesús Cartagena,0,0,1
Sáb,2024-09-14,15:15:00,Sport Huancayo,1–2,Sporting Cristal,Ganó Visitante,Estadio Huancayo,Kevin Ortega,1,2,2
Dom,2024-09-15,13:00:00,Alianza Atlético,0–3,Universitario,Ganó Visitante,Estadio Campeones del 36,Edwin Ordóñez,0,3,2
Dom,2024-09-15,15:15:00,Melgar,2–0,CDC Santa Rosa,Ganó Local,Estadio de la Universidad Nacional San A...,Joel Alarcón,2,0,0
Sáb,2024-09-14,19:00:00,Alianza Lima,1–0,Mannucci,Ganó Local,Estadio Alejandro Villanueva,Michael Espinoza,1,0,0
Mar,2024-09-17,13:00:00,Sporting Cristal,1–0,Deportivo Garcilaso,Ganó Local,Estadio Alberto Gallardo,Edwin Ordóñez,1,0,0
Mar,2024-09-17,15:15:00,ADT Tarma,1–2,Cusco,Ganó Visitante,Estadio Municipal Unión de Tarma,Hibert Villegas,1,2,2
Mié,2024-09-18,13:00:00,Atlético Grau,1–0,Alianza Lima,Ganó Local,Estadio Campeones del 36,Joel Alarcón,1,0,0
Mié,2024-09-18,15:30:00,Comerciantes Unidos,2–0,U César Vallejo,Ganó Local,Estadio Juan Maldonado Gamarra,Fernando Legario,2,0,0
Mié,2024-09-18,18:30:00,Cienciano,3–1,Sport Huancayo,Ganó Local,Estadio Inca Garcilaso de la Vega,Jesús Cartagena,3,1,0
Jue,2024-09-19,13:00:00,Unión Comercio,1–2,Alianza Atlético,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,Alejandro Villanueva,1,2,2
Jue,2024-09-19,15:15:00,CDC Santa Rosa,1–1,UTC,Empate,Estadio Los Chankas,Micke Palomino,1,1,1
Mié,2024-09-18,20:30:00,Universitario,3–0,Sport Boys,Ganó Local,Estadio Monumental U Marathon,Roberto Pérez,3,0,0
Jue,2024-09-19,20:00:00,Mannucci,1–1,Melgar,Empate,Estadio Mansiche,Augusto Menéndez,1,1,1
Sáb,2024-09-21,18:30:00,Deportivo Garcilaso,1–0,Cienciano,Ganó Local,Estadio Inca Garcilaso de la Vega,Daniel Ureta,1,0,0
Dom,2024-09-22,15:00:00,Cusco,1–1,Sporting Cristal,Empate,Estadio Miguel Grau del Callao,Augusto Menéndez,1,1,1
Dom,2024-09-22,17:30:00,Universitario,1–0,Unión Comercio,Ganó Local,Estadio Monumental U Marathon,Fernando Legario,1,0,0
Sáb,2024-09-21,20:30:00,Sport Boys,0–3,Alianza Lima,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Diego Haro,0,3,2
Lun,2024-09-23,13:00:00,Alianza Atlético,1–0,Comerciantes Unidos,Ganó Local,Estadio Campeones del 36,Andy Carmen,1,0,0
Lun,2024-09-23,17:30:00,Sport Huancayo,3–1,CDC Santa Rosa,Ganó Local,Estadio Huancayo,Edwin Ordóñez,3,1,0
Dom,2024-09-22,20:00:00,U César Vallejo,0–0,ADT Tarma,Empate,Estadio Mansiche,Roberto Pérez,0,0,1
Mar,2024-09-24,15:00:00,UTC,2–0,Mannucci,Ganó Local,Estadio Municipal Germán Contreras Jara,Kevin Ortega,2,0,0
Lun,2024-09-23,20:00:00,Melgar,0–0,Atlético Grau,Empate,Estadio de la Universidad Nacional San A...,Michael Espinoza,0,0,1
Vie,2024-09-27,13:00:00,Unión Comercio,0–2,Sport Boys,Ganó Visitante,Estadio Municipal Carlos Vidaurre García,Victor Cori,0,2,2
Sáb,2024-09-28,15:00:00,ADT Tarma,0–1,Alianza Atlético,Ganó Visitante,Estadio Municipal Unión de Tarma,Daniel Ureta,0,1,2
Sáb,2024-09-28,17:30:00,Cienciano,1–2,Cusco,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Michael Espinoza,1,2,2
Dom,2024-09-29,11:00:00,Sporting Cristal,4–1,U César Vallejo,Ganó Local,Estadio Alberto Gallardo,Jordy Espinoza,4,1,0
Dom,2024-09-29,13:15:00,CDC Santa Rosa,1–0,Deportivo Garcilaso,Ganó Local,Estadio Los Chankas,Joel Alarcón,1,0,0
Dom,2024-09-29,15:00:00,Mannucci,1–2,Sport Huancayo,Ganó Visitante,Estadio Mansiche,Micke Palomino,1,2,2
